step,sha256,md5,sha1,blake2b,sha3_256
471,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
472,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
473,2.384185791015625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
474,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06
475,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
476,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
477,2.86102294921875e-06,1.430511474609375e-06,1.430511474609375e-06,1.1920928955078125e-06,1.6689300537109375e-06
478,2.384185791015625e-06,9.5367431640625e-07,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06
479,3.5762786865234375e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
480,3.5762786865234375e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
481,3.5762786865234375e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
482,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
483,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
484,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
485,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
486,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
487,2.86102294921875e-06,9.5367431640625e-07,1.0251998901367188e-05,1.6689300537109375e-06,2.6226043701171875e-06
488,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
489,4.0531158447265625e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
490,5.0067901611328125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.6689300537109375e-06,1.9073486328125e-06
491,3.814697265625e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.9073486328125e-06,1.430511474609375e-06
492,3.0994415283203125e-06,1.6689300537109375e-06,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
493,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
494,2.384185791015625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
495,2.384185791015625e-06,9.5367431640625e-07,4.76837158203125e-07,7.152557373046875e-07,9.5367431640625e-07
496,3.0994415283203125e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
497,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
498,4.291534423828125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.9073486328125e-06
499,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
500,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
501,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07
502,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
503,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
504,5.9604644775390625e-06,2.1457672119140625e-06,1.9073486328125e-06,2.1457672119140625e-06,2.86102294921875e-06
505,3.0994415283203125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06
506,1.6689300537109375e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
507,3.337860107421875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
508,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
509,3.814697265625e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.6689300537109375e-06
510,3.814697265625e-06,1.9073486328125e-06,1.9073486328125e-06,1.430511474609375e-06,2.384185791015625e-06
511,3.337860107421875e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06
512,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
513,2.1457672119140625e-06,1.430511474609375e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
514,3.337860107421875e-06,1.430511474609375e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
515,3.337860107421875e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
516,9.298324584960938e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.6689300537109375e-06
517,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
518,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
519,3.0994415283203125e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.430511474609375e-06
520,5.7220458984375e-06,2.1457672119140625e-06,1.6689300537109375e-06,2.1457672119140625e-06,2.86102294921875e-06
521,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,9.5367431640625e-07
522,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.6689300537109375e-06
523,3.337860107421875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
524,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.430511474609375e-06,1.1920928955078125e-06
525,3.5762786865234375e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
526,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.6689300537109375e-06
527,2.6226043701171875e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
528,2.384185791015625e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
529,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
530,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
531,3.814697265625e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.6689300537109375e-06
532,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.6689300537109375e-06
533,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
534,6.9141387939453125e-06,2.6226043701171875e-06,2.384185791015625e-06,1.9073486328125e-06,2.6226043701171875e-06
535,4.0531158447265625e-06,1.9073486328125e-06,1.430511474609375e-06,2.1457672119140625e-06,1.239776611328125e-05
536,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.430511474609375e-06,1.430511474609375e-06
537,5.245208740234375e-06,1.9073486328125e-06,1.430511474609375e-06,2.384185791015625e-06,1.9073486328125e-06
538,2.6226043701171875e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.6689300537109375e-06
539,3.337860107421875e-06,1.9073486328125e-06,1.9073486328125e-06,1.6689300537109375e-06,2.1457672119140625e-06
540,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
541,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
542,4.291534423828125e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.9073486328125e-06
543,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
544,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
545,2.1457672119140625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
546,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
547,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
548,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
549,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
550,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
551,3.0994415283203125e-06,1.1920928955078125e-06,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
552,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
553,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,9.5367431640625e-07
554,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07
555,1.1920928955078125e-05,2.86102294921875e-06,1.9073486328125e-06,2.6226043701171875e-06,2.86102294921875e-06
556,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
557,3.0994415283203125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
558,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
559,2.384185791015625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
560,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
561,3.337860107421875e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
562,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
563,2.384185791015625e-06,7.152557373046875e-07,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06
564,5.0067901611328125e-06,1.430511474609375e-06,1.430511474609375e-06,1.430511474609375e-06,1.6689300537109375e-06
565,1.9073486328125e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
566,2.384185791015625e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06
567,3.0994415283203125e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.430511474609375e-06
568,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
569,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
570,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
571,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
572,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
573,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
574,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
575,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
576,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
577,2.86102294921875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
578,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
579,4.0531158447265625e-06,2.1457672119140625e-06,1.1682510375976562e-05,2.1457672119140625e-06,2.86102294921875e-06
580,9.322166442871094e-05,3.5762786865234375e-06,2.384185791015625e-06,2.6226043701171875e-06,2.86102294921875e-06
581,2.86102294921875e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.430511474609375e-06
582,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
583,3.5762786865234375e-06,1.9073486328125e-06,1.6689300537109375e-06,1.6689300537109375e-06,2.384185791015625e-06
584,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,1.430511474609375e-06,1.1920928955078125e-06
585,4.291534423828125e-06,1.9073486328125e-06,1.430511474609375e-06,1.430511474609375e-06,1.9073486328125e-06
586,5.4836273193359375e-06,1.6689300537109375e-06,1.430511474609375e-06,1.9073486328125e-06,1.9073486328125e-06
587,6.198883056640625e-06,2.384185791015625e-06,1.9073486328125e-06,2.1457672119140625e-06,2.86102294921875e-06
588,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
589,3.337860107421875e-06,1.430511474609375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
590,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
591,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
592,3.0994415283203125e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
593,2.6226043701171875e-06,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
594,3.0994415283203125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
595,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
596,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
597,2.384185791015625e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
598,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
599,1.9073486328125e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
600,3.0994415283203125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
601,2.6226043701171875e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
602,2.1457672119140625e-06,7.152557373046875e-07,4.76837158203125e-07,9.5367431640625e-07,1.1920928955078125e-06
603,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
604,3.337860107421875e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
605,2.6226043701171875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
606,2.1457672119140625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
607,3.5762786865234375e-06,1.9073486328125e-06,1.6689300537109375e-06,1.430511474609375e-06,2.384185791015625e-06
608,5.0067901611328125e-06,1.1920928955078125e-06,1.430511474609375e-06,1.430511474609375e-06,1.9073486328125e-06
609,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,9.5367431640625e-07
610,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
611,4.5299530029296875e-06,1.6689300537109375e-06,1.430511474609375e-06,1.9073486328125e-06,1.6689300537109375e-06
612,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.6689300537109375e-06
613,2.384185791015625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
614,2.384185791015625e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
615,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
616,5.4836273193359375e-06,1.430511474609375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.6689300537109375e-06
617,5.0067901611328125e-06,1.430511474609375e-06,1.6689300537109375e-06,1.6689300537109375e-06,1.9073486328125e-06
618,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,4.76837158203125e-07,9.5367431640625e-07
619,3.5762786865234375e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
620,3.337860107421875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
621,1.1444091796875e-05,3.337860107421875e-06,2.6226043701171875e-06,3.337860107421875e-06,3.5762786865234375e-06
622,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
623,3.5762786865234375e-06,1.430511474609375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
624,3.0994415283203125e-06,2.2649765014648438e-05,1.9073486328125e-06,1.430511474609375e-06,2.1457672119140625e-06
625,3.5762786865234375e-06,2.1457672119140625e-06,1.6689300537109375e-06,1.430511474609375e-06,2.384185791015625e-06
626,5.245208740234375e-06,1.430511474609375e-06,1.430511474609375e-06,1.430511474609375e-06,1.9073486328125e-06
627,3.814697265625e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.9073486328125e-06,1.6689300537109375e-06
628,1.9073486328125e-05,1.6689300537109375e-06,1.1920928955078125e-06,1.1920928955078125e-06,1.6689300537109375e-06
629,3.337860107421875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
630,4.76837158203125e-06,1.430511474609375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
631,4.76837158203125e-06,1.6689300537109375e-06,1.430511474609375e-06,1.6689300537109375e-06,1.6689300537109375e-06
632,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
633,1.9073486328125e-06,9.5367431640625e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
634,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
635,4.0531158447265625e-06,2.1457672119140625e-06,1.6689300537109375e-06,1.430511474609375e-06,2.6226043701171875e-06
636,3.5762786865234375e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.6689300537109375e-06,1.430511474609375e-06
637,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.6689300537109375e-06
638,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
639,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
640,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
641,1.6689300537109375e-06,7.152557373046875e-07,1.1920928955078125e-06,7.152557373046875e-07,1.1920928955078125e-06
642,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
643,1.9073486328125e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
644,4.76837158203125e-06,1.6689300537109375e-06,1.430511474609375e-06,1.9073486328125e-06,1.9073486328125e-06
645,2.1457672119140625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07
646,1.6689300537109375e-06,9.5367431640625e-07,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07
647,2.384185791015625e-06,9.5367431640625e-07,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07
648,2.384185791015625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,9.5367431640625e-07
649,3.0994415283203125e-06,9.5367431640625e-07,7.152557373046875e-07,1.430511474609375e-06,1.430511474609375e-06
650,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
651,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
652,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
653,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
654,3.5762786865234375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.1920928955078125e-06,1.6689300537109375e-06
655,2.86102294921875e-06,1.1920928955078125e-06,7.152557373046875e-07,1.430511474609375e-06,1.6689300537109375e-06
656,3.814697265625e-06,1.9073486328125e-06,1.9073486328125e-06,1.430511474609375e-06,2.384185791015625e-06
657,5.0067901611328125e-06,2.1457672119140625e-06,2.1457672119140625e-06,2.384185791015625e-06,2.6226043701171875e-06
658,4.291534423828125e-06,1.6689300537109375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.6689300537109375e-06
659,3.5762786865234375e-06,1.430511474609375e-06,1.1920928955078125e-06,1.430511474609375e-06,1.430511474609375e-06
660,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
661,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
662,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
663,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
664,2.86102294921875e-06,1.1920928955078125e-06,9.5367431640625e-07,1.1920928955078125e-06,1.430511474609375e-06
665,2.1457672119140625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
666,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.6689300537109375e-06,1.1920928955078125e-06
667,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06
668,2.6226043701171875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.430511474609375e-06
669,5.9604644775390625e-06,2.384185791015625e-06,2.1457672119140625e-06,2.1457672119140625e-06,2.6226043701171875e-06
670,2.1457672119140625e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.1920928955078125e-06
671,2.384185791015625e-06,9.5367431640625e-07,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06
672,4.5299530029296875e-06,1.9073486328125e-06,1.1920928955078125e-06,2.1457672119140625e-06,1.430511474609375e-06
673,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
674,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
675,5.0067901611328125e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.9073486328125e-06,1.9073486328125e-06
676,2.6226043701171875e-06,9.5367431640625e-07,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
677,2.384185791015625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06
678,5.245208740234375e-06,1.6689300537109375e-06,1.1920928955078125e-06,1.9073486328125e-06,2.1457672119140625e-06
679,2.86102294921875e-06,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06,1.430511474609375e-06
680,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
681,4.5299530029296875e-06,2.1457672119140625e-06,1.6689300537109375e-06,1.9073486328125e-06,2.86102294921875e-06
682,1.9073486328125e-06,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06,1.1920928955078125e-06
683,2.384185791015625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
684,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
685,1.9073486328125e-06,9.5367431640625e-07,4.76837158203125e-07,7.152557373046875e-07,1.430511474609375e-06
686,3.337860107421875e-06,1.430511474609375e-06,9.5367431640625e-07,1.6689300537109375e-06,1.430511474609375e-06
687,3.0994415283203125e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.6689300537109375e-06
688,2.384185791015625e-06,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07,1.6689300537109375e-06
689,2.86102294921875e-06,9.5367431640625e-07,7.152557373046875e-07,1.1920928955078125e-06,1.1920928955078125e-06
690,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
691,4.291534423828125e-06,1.430511474609375e-06,1.430511474609375e-06,1.430511474609375e-06,1.9073486328125e-06
692,1.9073486328125e-06,7.152557373046875e-07,7.152557373046875e-07,7.152557373046875e-07,1.430511474609375e-06
693,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,1.1920928955078125e-06
694,1.9073486328125e-06,7.152557373046875e-07,1.3589859008789062e-05,7.152557373046875e-07,1.1920928955078125e-06
695,1.9073486328125e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
696,2.1457672119140625e-06,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
697,2.1457672119140625e-06,7.152557373046875e-07,7.152557373046875e-07,1.1920928955078125e-06,9.5367431640625e-07
698,4.0531158447265625e-06,1.6689300537109375e-06,1.9073486328125e-06,1.430511474609375e-06,2.6226043701171875e-06
699,2.1457672119140625e-06,7.152557373046875e-07,1.1920928955078125e-06,7.152557373046875e-07,9.5367431640625e-07
700,2.384185791015625e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
701,7.3909759521484375e-06,4.0531158447265625e-06,3.5762786865234375e-06,3.0994415283203125e-06,3.814697265625e-06
702,5.4836273193359375e-06,2.6226043701171875e-06,1.9073486328125e-06,2.384185791015625e-06,2.86102294921875e-06
703,2.1457672119140625e-06,1.1920928955078125e-06,9.5367431640625e-07,1.430511474609375e-06,1.1920928955078125e-06
704,2.6226043701171875e-06,1.1920928955078125e-06,9.5367431640625e-07,9.5367431640625e-07,1.430511474609375e-06
705,2.1457672119140625e-06,7.152557373046875e-07,9.5367431640625e-07,4.76837158203125e-07,9.5367431640625e-07
706,1.6689300537109375e-06,7.152557373046875e-07,9.5367431640625e-07,7.152557373046875e-07,9.5367431640625e-07
707,2.384185791015625e-06,7.152557373046875e-07,7.152557373046875e-07,9.5367431640625e-07,1.430511474609375e-06
